negative_keyword;match_type;category;reason;date_added
wierzbięcice;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
wierzbiecice;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
libelta;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
głogowska;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
glogowska;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
jackowskiego;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
dąbrowskiego;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
dabrowskiego;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
kościelna;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
koscielna;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
dąbrówka;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
dabrowka;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
orle gniazdo;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
near me;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
blisko mnie;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
w pobliżu;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
w poblizu;BROAD;dzielnice i ulice Poznania;DOWOD Z KONTA: te zapytania pochlonely setki zlotych, dajac zero zapytan. Szukaja zakladu przy domu. RED TEAM W-06: gminy aglomeracji (Lubon, Swarzedz, Suchy Las, Skorzewo) USUNIETE z tej listy, bo to osobny rynek B2B, a nie przedmiescia.;2026-09-20
fotopietura;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
foto pietura;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
wojtaszek;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
pnf studio;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
super foto;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
foto focus;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
żółtowska;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
zoltowska;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
kołecki;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
kolecki;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
marian chrzan;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
rz-studio;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
kepinscy;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
kępińscy;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
igor wojtkowiak;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
strumiłło;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
strumillo;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
adamczak;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
wołyniak;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
wolyniak;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
gromolak;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
zdjeciebiznesowe;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
robakowski;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
sara studio;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
mangda;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
sluzenko;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
służenko;BROAD;marki konkurencji;DOWOD Z KONTA: realne zapytania brandowe konkurencji.;2026-09-20
фотограф;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
фотостудия;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
фотостудія;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
фото;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
познань;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
photographer;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
photo studio;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
photography;BROAD;zapytania obcojezyczne;DOWOD Z KONTA: zapytania cyrylica to poszukiwanie taniego studia osiedlowego.;2026-09-20
zakład fotograficzny;PHRASE;zaklad i studio osiedlowe;DOWOD Z KONTA: intencja B2C.;2026-09-20
zaklad fotograficzny;PHRASE;zaklad i studio osiedlowe;DOWOD Z KONTA: intencja B2C.;2026-09-20
studio fotograficzne;PHRASE;zaklad i studio osiedlowe;DOWOD Z KONTA: intencja B2C.;2026-09-20
punkt fotograficzny;PHRASE;zaklad i studio osiedlowe;DOWOD Z KONTA: intencja B2C.;2026-09-20
fotograf osiedlowy;PHRASE;zaklad i studio osiedlowe;DOWOD Z KONTA: intencja B2C.;2026-09-20
